RUC,RazonSocial,Estado,Condicion,Tipo,Actividad_CIIU3_Principal,Actividad_CIIU3_Secundaria,Actividad_CIIU4_Principal,NroTrab,TipoFacturacion,TipoContabilidad,ComercioExterior,UBIGEO,Departamento,Provincia,Distrito,PERIODO_PUBLICACION,NroTrab_num,Tamano,trabajadores_acum,porcentaje_trab_acum,empresa_num,porcentaje_empresas
20131370050,INSTITUTO NACIONAL PENITENCIARIO,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,MANTENIMIENTO DEL ORDEN PUBLICO,NO DISPONIBLE,ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PUBLICO Y DE SEGURIDAD,10709,MANUAL,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,150101,LIMA,LIMA,LIMA,202601,10709.0,Gran empresa (>=1000),733380.0,11.936774063127302,33,0.0104479313096007
20331166830,UNIDAD DE GESTION EDUCATIVA LOCAL N. 05,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,REGULACION DE ACTIVIDADES DE ORGANISMOS,NO DISPONIBLE,REGULACION DE ACTIDADES DE ORGANISMOS QUE PRESTAN SERVICIO SANITARIO EDUCATIVO CULTURAL Y SERVICIO SOCIAL MENOS SERVICIOS DE SEGURIDAD SOCIAL,10670,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,202601,10670.0,Gran empresa (>=1000),744050.0,12.110443074081472,34,0.010764535288679508
20332030800,UNIDAD DE GESTION EDUCATIVA LOCAL 06,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,REGULACION DE ACTIVIDADES DE ORGANISMOS,NO DISPONIBLE,NO DISPONIBLE,10335,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150103,LIMA,LIMA,ATE,202601,10335.0,Gran empresa (>=1000),754385.0,12.278659496594248,35,0.011081139267758318
20508565934,HIPERMERCADOS TOTTUS S.A,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA MINORISTA EN ALMACENES NO ESPECIALIZADA,NO DISPONIBLE,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO,10080,MANUAL/MECANIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150141,LIMA,LIMA,SURQUILLO,202601,10080.0,Gran empresa (>=1000),764465.0,12.442725441338204,36,0.011397743246837127
20608430301,BOTICAS IP S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,VENTA AL POR MAYOR DE OTROS PRODUCTOS,VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS,9803,MANUAL/COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150108,LIMA,LIMA,CHORRILLOS,202601,9803.0,Gran empresa (>=1000),774268.0,12.602282827878387,37,0.011714347225915935
20382036655,MIBANCO - BANCO DE LA MICROEMPRESA S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,OTROS TIPOS INTERMEDIACION MONETARIA,NO DISPONIBLE,OTROS TIPOS DE INTERMEDIACION MONETARIA,9793,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150141,LIMA,LIMA,SURQUILLO,202601,9793.0,Gran empresa (>=1000),784061.0,12.761677450584493,38,0.012030951204994745
20602276491,TELEPERFORMANCE PERU S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,NO DISPONIBLE,ACTIVIDADES DE CENTROS DE LLAMADAS,9745,MANUAL,COMPUTARIZADO,EXPORTADOR,150120,LIMA,LIMA,MAGDALENA DEL MAR,202601,9745.0,Gran empresa (>=1000),793806.0,12.920290806887058,39,0.012347555184073553
20211614545,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ENSEÑANZA SUPERIOR,VENTA AL POR MAYOR DE OTROS PRODUCTOS,ENSEÑANZA SUPERIOR,9653,MANUAL/COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,9653.0,Gran empresa (>=1000),803459.0,13.077406735916167,40,0.012664159163152363
20513112727,COMDATA GROUP PERU S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,NO DISPONIBLE,ACTIVIDADES DE CENTROS DE LLAMADAS,9545,MANUAL/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150141,LIMA,LIMA,SURQUILLO,202601,9545.0,Gran empresa (>=1000),813004.0,13.232764815537307,41,0.012980763142231172
20325117835,SOCIEDAD AGRICOLA DROKASA S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CULTIVO DE FRUTAS,CULTIVO DE HORTALIZAS Y LEGUMBRES,CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES,9440,MANUAL,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,110111,ICA,ICA,SANTIAGO,202601,9440.0,Gran empresa (>=1000),822444.0,13.386413874900693,42,0.013297367121309982
20176770474,CORPORACION AGROLATINA S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,EXPLOTACION MIXTA,TRANSPORTE DE CARGA POR CARRETERA,CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA),9324,MANUAL,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,9324.0,Gran empresa (>=1000),831768.0,13.538174873788854,43,0.01361397110038879
20155945860,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,ACTIVO,HABIDO,UNIVERSIDADES CENTROS EDUCATIVOS Y CULTURALES,ENSEÑANZA SUPERIOR,EDICION DE LIBROS FOLLETOS Y OTROS,ENSEÑANZA SUPERIOR,9234,MANUAL/MECANIZADO/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR,150136,LIMA,LIMA,SAN MIGUEL,202601,9234.0,Gran empresa (>=1000),841002.0,13.688470998170372,44,0.0139305750794676
20602872760,LOS OLIVOS DE VILLACURI S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CULTIVO DE FRUTAS,ACTIVIDADES DE ENVASE Y EMPAQUE,CULTIVO DE UVA,9187,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150131,LIMA,LIMA,SAN ISIDRO,202601,9187.0,Gran empresa (>=1000),850189.0,13.838002132531754,45,0.01424717905854641
20101155588,PROSEGURIDAD S A,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,OTRAS ACTIVIDADES DE TIPO SERVICIO NO CLASIFICADO PREVIAMENTE,ACTIVIDADES DE SEGURIDAD PRIVADA,8962,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,8962.0,Gran empresa (>=1000),859151.0,13.983871080626532,46,0.014563783037625216
20451779711,SOCIEDAD AGRICOLA RAPEL   S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CULTIVO DE FRUTAS,SERVICIOS AGRICOLAS GANADERAS,CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES,8704,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,EXPORTADOR,200104,PIURA,PIURA,CASTILLA,202601,8704.0,Gran empresa (>=1000),867855.0,14.125540721802265,47,0.014880387016704025
20512002090,MIFARMA S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,VENTA AL POR MAYOR DE OTROS PRODUCTOS,VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS,8637,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,IMPORTADOR,150115,LIMA,LIMA,LA VICTORIA,202601,8637.0,Gran empresa (>=1000),876492.0,14.26611984528972,48,0.015196990995782837
20159981216,PODER JUDICIAL,ACTIVO,HABIDO,GOBIERNO CENTRAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,8387,MECANIZADO,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,150101,LIMA,LIMA,LIMA,202601,8387.0,Gran empresa (>=1000),884879.0,14.402629872925393,49,0.015513594974861643
20100128056,SAGA FALABELLA S A,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA MINORISTA PRODUCTOS TEXTILES CALZADO,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ARTICULOS DE CUERO EN COMERCIOS ESPECIALIZADOS,8315,MANUAL/MECANIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150131,LIMA,LIMA,SAN ISIDRO,202601,8315.0,Gran empresa (>=1000),893194.0,14.53796800095575,50,0.015830198953940455
20517952533,PURA FRUIT COMPANY S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CULTIVO DE HORTALIZAS Y LEGUMBRES,ACTIVIDADES DE ENVASE Y EMPAQUE,CULTIVO DE HORTALIZAS Y MELONES RAICES Y TUBERCULOS,8220,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150120,LIMA,LIMA,MAGDALENA DEL MAR,202601,8220.0,Gran empresa (>=1000),901414.0,14.67175987256243,51,0.016146802933019264
20147106981,UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,REGULACION DE ACTIVIDADES DE ORGANISMOS,NO DISPONIBLE,REGULACION DE ACTIDADES DE ORGANISMOS QUE PRESTAN SERVICIO SANITARIO EDUCATIVO CULTURAL Y SERVICIO SOCIAL MENOS SERVICIOS DE SEGURIDAD SOCIAL,8094,MANUAL,MANUAL,SIN ACTIVIDAD,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,202601,8094.0,Gran empresa (>=1000),909508.0,14.803500919859808,52,0.01646340691209807
20100362598,SERVICIOS INTEGRADOS DE LIMPIEZA SA (SIL SA),ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,NO DISPONIBLE,LIMPIEZA GENERAL DE EDIFICIOS,8083,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150141,LIMA,LIMA,SURQUILLO,202601,8083.0,Gran empresa (>=1000),917591.0,14.93506292693971,53,0.01678001089117688
20334929281,UNIDAD DE GESTION EDUCATIVA LOCAL 07,ACTIVO,HABIDO,UNIVERSIDADES CENTROS EDUCATIVOS Y CULTURALES,REGULACION DE ACTIVIDADES DE ORGANISMOS,NO DISPONIBLE,NO DISPONIBLE,8048,MANUAL,MANUAL,SIN ACTIVIDAD,150130,LIMA,LIMA,SAN BORJA,202601,8048.0,Gran empresa (>=1000),925639.0,15.066055260600361,54,0.01709661487025569
