RUC,RazonSocial,Estado,Condicion,Tipo,Actividad_CIIU3_Principal,Actividad_CIIU3_Secundaria,Actividad_CIIU4_Principal,NroTrab,TipoFacturacion,TipoContabilidad,ComercioExterior,UBIGEO,Departamento,Provincia,Distrito,PERIODO_PUBLICACION,NroTrab_num,Tamano,trabajadores_acum,porcentaje_trab_acum,empresa_num,porcentaje_empresas
20611816953,AUTORIDAD NACIONAL DE INFRAESTRUCTURA,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,492,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150113,LIMA,LIMA,JESUS MARIA,202601,492.0,Mediana (100-499),3434098.0,55.89469570568784,1724,0.5458252599318668
20609923106,PERUCAL ORGANICS S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ELABORACION FRUTAS LEGUMBRES Y HORTALIZAS,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS,ELABORACION Y CONSERVACION DE FRUTAS LEGUMBRES Y HORTALIZAS,492,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,200101,PIURA,PIURA,PIURA,202601,492.0,Mediana (100-499),3434590.0,55.90270368632414,1725,0.5461418639109457
20603513283,CONTRATISTAS ESPECIALISTA EN TRABAJOS MINEROS Y CIVILES S.A.C. - CETRAMIN S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,EXPLOTACION DE OTRAS MINAS Y CANTERAS NO INCLUIDAS ANTES,TRANSPORTE DE CARGA POR CARRETERA,492,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,211101,PUNO,SAN ROMAN,JULIACA,202601,492.0,Mediana (100-499),3435082.0,55.91071166696045,1726,0.5464584678900245
20109346722,CIFARMA S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS FARMACEUTICOS,NO DISPONIBLE,FABRICACION DE PRODUCTOS FARMACEUTICOS SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO,492,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150137,LIMA,LIMA,SANTA ANITA,202601,492.0,Mediana (100-499),3435574.0,55.918719647596774,1727,0.5467750718691032
20568830378,HASP SERVICE S.R.L.,ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,RESTAURANTES BARES Y CANTINAS,ACTIVIDADES LIMPIEZA DE EDIFICIOS,OTRAS ACTIVIDADES DE SERVICIO DE COMIDAS,492,MANUAL,MANUAL/COMPUTARIZADO,IMPORTADOR/EXPORTADOR,120114,JUNIN,HUANCAYO,EL TAMBO,202601,492.0,Mediana (100-499),3436066.0,55.926727628233074,1728,0.5470916758481821
20550229766,CREDICORP CAPITAL SERVICIOS FINANCIEROS S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,OTROS TIPOS DE INTERMEDIACION FINANCIERA,NO DISPONIBLE,OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE,491,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,491.0,Mediana (100-499),3436557.0,55.93471933248598,1729,0.5474082798272608
20516015480,GRUPO DE OPERACIONES ESPECIALES Y SEGURIDAD SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,ALQUILER DE EQUIPO DE TRANSPORTE VIA TERRESTRE,ACTIVIDADES DE SEGURIDAD PRIVADA,491,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150130,LIMA,LIMA,SAN BORJA,202601,491.0,Mediana (100-499),3437048.0,55.94271103673889,1730,0.5477248838063397
20553529337,OPTIMUS SECURITY S.A.C. -  OPTIMUS SEC S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE INVESTIGACION Y SEGURIDAD,NO DISPONIBLE,ACTIVIDADES DE SEGURIDAD PRIVADA,491,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,202601,491.0,Mediana (100-499),3437539.0,55.9507027409918,1731,0.5480414877854185
20146713824,MUNICIPALIDAD PROVINCIAL DE TALARA,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,491,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,200701,PIURA,TALARA,PARIÑAS,202601,491.0,Mediana (100-499),3438030.0,55.9586944452447,1732,0.5483580917644973
20380122317,STANTEC PERU S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA,491,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150131,LIMA,LIMA,SAN ISIDRO,202601,491.0,Mediana (100-499),3438521.0,55.966686149497605,1733,0.5486746957435761
20389426891,AGRICOLA LOS MEDANOS S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,CULTIVOS DE CEREALES,NO DISPONIBLE,CULTIVO DE OTRAS PLANTAS PERENNES,490,MANUAL,MANUAL/COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150135,LIMA,LIMA,SAN MARTIN DE PORRES,202601,490.0,Mediana (100-499),3439011.0,55.9746615773671,1734,0.5489912997226549
20602536522,IBEROPLAST S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS DE PLASTICOS,NO DISPONIBLE,FABRICACION DE PRODUCTOS DE PLASTICO,490,MANUAL/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150119,LIMA,LIMA,LURIN,202601,490.0,Mediana (100-499),3439501.0,55.982637005236604,1735,0.5493079037017338
20613575783,INARCO PERU S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,NO DISPONIBLE,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,489,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150103,LIMA,LIMA,ATE,202601,489.0,Mediana (100-499),3439990.0,55.990596156722695,1736,0.5496245076808125
20443070819,DIREC.SUB.REG TRANS Y COMUN.CHANKA-ANDAH,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,488,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,030216,APURIMAC,ANDAHUAYLAS,TALAVERA,202601,488.0,Mediana (100-499),3440478.0,55.99853903182538,1737,0.5499411116598913
20117357113,CONGREGACION HIJAS DE SAN CAMILO,ACTIVO,HABIDO,ASOCIACION,ACTIVIDADES DE HOSPITALES,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,ACTIVIDADES DE HOSPITALES,488,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,488.0,Mediana (100-499),3440966.0,56.006481906928066,1738,0.5502577156389701
20504029833,SERVICIOS LOGISTICOS PANIAGUA S.A.C. SELPA SAC,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,TRANSPORTE DE CARGA POR CARRETERA,NO DISPONIBLE,TRANSPORTE DE CARGA POR CARRETERA,488,MANUAL/COMPUTARIZADO,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,150108,LIMA,LIMA,CHORRILLOS,202601,488.0,Mediana (100-499),3441454.0,56.014424782030744,1739,0.550574319618049
20600522214,UNIDAD EJECUTORA 410: HOSPITAL DE QUILLABAMBA,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,OTRAS ACTIVIDADES RELACIONADAS CON SALUD HUMANA,NO DISPONIBLE,OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA,488,MANUAL,MANUAL,SIN ACTIVIDAD,080901,CUSCO,LA CONVENCION,SANTA ANA,202601,488.0,Mediana (100-499),3441942.0,56.02236765713342,1740,0.5508909235971278
20166164789,MUNICIPALIDAD PROVINCIAL DE ISLAY,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,488,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,040701,AREQUIPA,ISLAY,MOLLENDO,202601,488.0,Mediana (100-499),3442430.0,56.03031053223611,1741,0.5512075275762066
20607880655,SOLUCIONES EDUCATIVAS DIGITALES S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,ENSEÑANZA SECUNDARIA FORMACION GENERAL,ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA,486,COMPUTARIZADO,MANUAL,SIN ACTIVIDAD,150101,LIMA,LIMA,LIMA,202601,486.0,Mediana (100-499),3442916.0,56.038220854571975,1742,0.5515241315552853
20600031687,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE AMAZONAS,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,486,MANUAL,MANUAL,SIN ACTIVIDAD,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,202601,486.0,Mediana (100-499),3443402.0,56.04613117690784,1743,0.5518407355343642
20479568627,HOSPITAL DE APOYO BAGUA,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE HOSPITALES,VENTA MINORISTA PRODUCTOS FARMACEUTICOS Y ARTICULOS DE TOCADOR,ACTIVIDADES DE HOSPITALES,485,MANUAL,MANUAL,SIN ACTIVIDAD,010201,AMAZONAS,BAGUA,BAGUA,202601,485.0,Mediana (100-499),3443887.0,56.05402522286032,1744,0.5521573395134429
20605252444,ASEO Y MANTENIMIENTO SOCIEDAD ANONIMA CERRADA - ASEO Y MANTENIMIENTO S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES LIMPIEZA DE EDIFICIOS,NO DISPONIBLE,OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS Y DE INSTALACIONES INDUSTRIALES,485,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150119,LIMA,LIMA,LURIN,202601,485.0,Mediana (100-499),3444372.0,56.06191926881278,1745,0.5524739434925218
20490600842,PRO DESARROLLO APURIMAC,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,485,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,030101,APURIMAC,ABANCAY,ABANCAY,202601,485.0,Mediana (100-499),3444857.0,56.06981331476524,1746,0.5527905474716006
20601769701,UNIDAD EJECUTORA :  UGEL CONDESUYOS,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,484,MANUAL,MANUAL,SIN ACTIVIDAD,040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,202601,484.0,Mediana (100-499),3445341.0,56.07769108433429,1747,0.5531071514506795
20492404901,TRANSVIAL LIMA SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTROS TIPOS TRANSPORTE REGULADOS VIA TERRESTRE,NO DISPONIBLE,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VIA TERRESTRE,484,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,150120,LIMA,LIMA,MAGDALENA DEL MAR,202601,484.0,Mediana (100-499),3445825.0,56.08556885390335,1748,0.5534237554297583
20504645046,RED DE ENERGIA DEL PERU SA,ACTIVO,HABIDO,SOCIEDAD ANONIMA,GENERACION Y DISTRIBUCION DE ENERGIA ELECTRICA,NO DISPONIBLE,GENERACION TRANSMISION Y DISTRIBUCION DE ENERGIA ELECTRICA,483,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR,150131,LIMA,LIMA,SAN ISIDRO,202601,483.0,Mediana (100-499),3446308.0,56.09343034708899,1749,0.553740359408837
20537004381,DISTRIBUCIONES Y SERVICIOS ROMA S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO,483,MANUAL,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,483.0,Mediana (100-499),3446791.0,56.101291840274634,1750,0.5540569633879159
20407307292,DIRECCION REGIONAL AGRARIA AYACUCHO,ACTIVO,HABIDO,INSTITUCIONES PUBLICAS,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,483,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,050101,AYACUCHO,HUAMANGA,AYACUCHO,202601,483.0,Mediana (100-499),3447274.0,56.10915333346029,1751,0.5543735673669946
20256265916,ELECNOR PERU S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CONSTRUCCION EDIFICIOS COMPLETOS,TELECOMUNICACIONES,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,483,MANUAL,MANUAL/COMPUTARIZADO,SIN ACTIVIDAD,150131,LIMA,LIMA,SAN ISIDRO,202601,483.0,Mediana (100-499),3447757.0,56.11701482664594,1752,0.5546901713460735
20101294359,PIERIPLAST S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,FABRICACION DE PRODUCTOS DE PLASTICOS,VENTA AL POR MAYOR DE OTROS PRODUCTOS,FABRICACION DE PRODUCTOS DE PLASTICO,483,MANUAL/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,202601,483.0,Mediana (100-499),3448240.0,56.124876319831586,1753,0.5550067753251522
20100364451,TEXFINA S A,ACTIVO,HABIDO,SOCIEDAD ANONIMA,ACABADO DE PRODUCTOS TEXTILES,PREPARACION Y TEJIDO DE FIBRAS TEXTILES,ACABADO DE PRODUCTOS TEXTILES,482,MANUAL/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,070101,CALLAO,PROVINCIA CONSTITUCIONAL DEL CALLAO,CALLAO,202601,482.0,Mediana (100-499),3448722.0,56.132721536633824,1754,0.5553233793042311
20604180717,MINI BF PERU S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,VENTA MINORISTA OTROS PRODUCTOS EN ALMACEN,VENTA AL POR MAYOR DE OTROS ENSERES DOMESTICOS,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,482,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150131,LIMA,LIMA,SAN ISIDRO,202601,482.0,Mediana (100-499),3449204.0,56.14056675343607,1755,0.55563998328331
20522061035,EXPORTADORA ROMEX S.A.,ACTIVO,HABIDO,SOCIEDAD ANONIMA,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS,RESTAURANTES BARES Y CANTINAS,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS,482,COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,482.0,Mediana (100-499),3449686.0,56.14841197023831,1756,0.5559565872623887
20556432881,BILINGUAL S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,NO DISPONIBLE,OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE,482,MANUAL,MANUAL,SIN ACTIVIDAD,150120,LIMA,LIMA,MAGDALENA DEL MAR,202601,482.0,Mediana (100-499),3450168.0,56.156257187040545,1757,0.5562731912414676
20100057523,ASCENSORES S A,ACTIVO,HABIDO,SOCIEDAD ANONIMA,FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION,OTRAS INDUSTRIAS MANUFACTURERAS NO CLASIFICADO PREVIAMENTE,FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION,482,COMPUTARIZADO,MANUAL/COMPUTARIZADO,IMPORTADOR,150103,LIMA,LIMA,ATE,202601,482.0,Mediana (100-499),3450650.0,56.16410240384278,1758,0.5565897952205463
20555348887,INVERSIONES MUYA S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,POMPAS FUNEBRES Y ACTIVIDADES CONEXAS,ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL,POMPAS FUNEBRES Y ACTIVIDADES CONEXAS,481,MANUAL/COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,481.0,Mediana (100-499),3451131.0,56.17193134426163,1759,0.5569063991996251
20451060393,DON POLLO LORETO S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,CRIA DE ANIMALES DOMESTICOS,NO DISPONIBLE,CRIA DE AVES DE CORRAL,480,MANUAL/COMPUTARIZADO,COMPUTARIZADO,IMPORTADOR,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,202601,480.0,Mediana (100-499),3451611.0,56.17974400829705,1760,0.5572230031787039
20517746046,OPECOVI S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,OTRAS ACTIVIDADES EMPRESARIALES NO CLASIFICADO PREVIAMENTE,NO DISPONIBLE,OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE,480,MANUAL,COMPUTARIZADO,SIN ACTIVIDAD,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,480.0,Mediana (100-499),3452091.0,56.18755667233247,1761,0.5575396071577827
20467463684,HLC INGENIERIA Y CONSTRUCCION SOCIEDAD ANONIMA CERRADA - HLC S.A.C.,ACTIVO,HABIDO,SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE ARQUITECTURA E INGENIERIA,CONSTRUCCION EDIFICIOS COMPLETOS,ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA,479,COMPUTARIZADO,COMPUTARIZADO,EXPORTADOR,150140,LIMA,LIMA,SANTIAGO DE SURCO,202601,479.0,Mediana (100-499),3452570.0,56.1953530599845,1762,0.5578562111368616
20159340008,MUNICIPALIDAD DISTRITAL DE SANTA TERESA,ACTIVO,HABIDO,GOBIERNO REGIONAL LOCAL,ACTIVIDADES DE ADMINISTRACION PUBLICA EN GENERAL,NO DISPONIBLE,ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL,478,MANUAL,MANUAL,SIN ACTIVIDAD,080908,CUSCO,LA CONVENCION,SANTA TERESA,202601,478.0,Mediana (100-499),3453048.0,56.20313317125311,1763,0.5581728151159404
20571533180,EMPRESA COMUNAL DE SERVICIOS MULTIPLES OYON - ECOSERMO,ACTIVO,HABIDO,COMUNIDAD CAMPESINA NATIVA,TRANSPORTE DE CARGA POR CARRETERA,CONSTRUCCION EDIFICIOS COMPLETOS,TRANSPORTE DE CARGA POR CARRETERA,478,COMPUTARIZADO,COMPUTARIZADO,SIN ACTIVIDAD,150901,LIMA,OYON,OYON,202601,478.0,Mediana (100-499),3453526.0,56.21091328252172,1764,0.5584894190950193
20493111681,INSERTEL (INGENIERIA Y SERVICIOS DE TELECOMUNICACIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LTDA),ACTIVO,HABIDO,SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CONSULTORES EN EQUIPO INFORMATICA,VENTA AL POR MAYOR DE OTROS PRODUCTOS,CONSULTORIA DE INFORMATICA Y GESTION DE INSTALACIONES INFORMATICAS,477,MANUAL,COMPUTARIZADO,IMPORTADOR/EXPORTADOR,150118,LIMA,LIMA,LURIGANCHO,202601,477.0,Mediana (100-499),3454003.0,56.218677117406926,1765,0.558806023074098
